名称,来源,页码,Rarity,Type,Attunement,Damage,Properties,Mastery,Weight,Value,Text
+1 激光步枪,DMG'24,324,uncommon,"武器 (激光步枪), 未来, 军用武器, 远程武器, 枪械",,3d8 光耀,"双手, 弹容 (30 发), 弹药 (100/300\xa0尺; 能量电池)",精通: 缓速,7 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
+1 狩猎步枪,DMG'24,324,uncommon,"武器 (狩猎步枪), 现代, 军用武器, 远程武器, 枪械",,2d10 穿刺,"双手, 弹容 (5 发), 弹药 (80/240\xa0尺; 枪械子弹)",精通: 缓速,8 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
+1 环甲,DMG'24,230,rare,重甲 (环甲),,AC 14,,,40 磅,,"穿戴这件护甲时，你的AC有+1的加值。

穿戴者在敏捷(隐匿)检定上具有劣势。"
+1 皮甲,DMG'24,230,rare,轻甲 (皮甲),,AC 11 + 敏捷,,,10 磅,,穿戴这件护甲时，你的AC有+1的加值。
+1 盾牌,DMG'24,303,uncommon,盾牌 (盾牌),,AC +2,,,6 磅,,持有此盾牌时，你获得 +1 的 护甲等级 加成，此外还有盾牌通常提供的防御等级加成。
+1 盾牌 (*),DMG'24,303,uncommon,通用变体,,,,,,,"* 这一通用变体与物品 +1 盾牌 具有相同的名称和来源.

当你持有此盾牌时，除了盾牌通常对AC的加值外，你对护甲等级有+1加值。

基础物品 Base items. 这个变体物品可以应用于以下基础物品:

盾牌 (+1 盾牌)"
+1 矛,DMG'24,324,uncommon,"武器 (矛), 简易武器, 近战武器",,1d6 穿刺,"多用 (1d8), 投掷 (20/60 尺)",精通: 削弱,3 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

投掷 Thrown. 如果一把武器具有投掷属性，你可以把它投掷出去来发动一次远程攻击。同时，拔出这把武器可以视作这次攻击的一部分。如果投掷出去的武器是一把近战武器，则你在攻击检定和伤害掷骰中使用与你用其发动近战攻击时相同的属性调整值。

多用 Versatile. 多用武器可以单手使用也可以双手使用。该词条后将跟随一个括号，其内的伤害数值即为双手持用该武器进行近战攻击时的伤害。

精通: 削弱. 当你用这把武器命中一个生物时，直到你的下一回合开始前，该生物的下一次攻击检定将具有劣势。"
+1 短剑,DMG'24,324,uncommon,"武器 (短剑), 军用武器, 近战武器",,1d6 穿刺,"灵巧, 轻型",精通: 侵扰,2 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

灵巧 Finesse. 使用一把灵巧武器发动攻击时，你可以自由选择此次攻击检定与伤害掷骰使用力量调整值还是敏捷调整值。但是攻击检定与伤害掷骰必须使用同一个调整值。

轻型 Light. 当你在自己回合中执行攻击动作，并用一把轻型武器发动一次攻击后，你可以在同一回合中用附赠动作发动一次额外的攻击。这次额外的攻击你必须使用另一把轻型武器发动，并且这次攻击的伤害无法加入你的属性调整值（除非该调整值为负数）。例如，若你在你的回合中执行了攻击动作，一只手手持短剑，另一只手手持匕首，而这两把武器均有轻型词条，则你可以使用你的动作和附赠动作，来用这两把武器各发动一次攻击。但你不能将力量或敏捷调整值加入附赠动作攻击武器的造成的伤害中（除非该调整值为负数）。

精通: 侵扰. 当你用这把武器命中一个生物并对其造成伤害时，直到你的下一回合结束前，你对该生物的下一次攻击检定将具有优势。"
+1 短弓,DMG'24,324,uncommon,"武器 (短弓), 简易武器, 远程武器",,1d6 穿刺,"双手, 弹药 (射程 80/320\xa0尺; 箭)",精通: 侵扰,2 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 使用具有弹药属性的武器发动远程攻击时，你必须拥有该武器需求的弹药。所需弹药的种类会与武器的射程写在一起。每次使用该武器攻击都会花费一枚弹药，且取出该弹药的行为视为此次攻击的一部分（你需要一只空手来为一把单手武器的弹药上膛或上弦）。在战斗结束后，你可以花费一分钟搜索战场，以回收你在战斗中所消耗的弹药的一半（向下取整），而剩下的那些弹药将会损失。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 侵扰. 当你用这把武器命中一个生物并对其造成伤害时，直到你的下一回合结束前，你对该生物的下一次攻击检定将具有优势。"
+1 短棒,DMG'24,324,uncommon,"武器 (短棒), 简易武器, 近战武器",,1d4 钝击,轻型,精通: 缓速,2 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

轻型 Light. 当你在自己回合中执行攻击动作，并用一把轻型武器发动一次攻击后，你可以在同一回合中用附赠动作发动一次额外的攻击。这次额外的攻击你必须使用另一把轻型武器发动，并且这次攻击的伤害无法加入你的属性调整值（除非该调整值为负数）。例如，若你在你的回合中执行了攻击动作，一只手手持短剑，另一只手手持匕首，而这两把武器均有轻型词条，则你可以使用你的动作和附赠动作，来用这两把武器各发动一次攻击。但你不能将力量或敏捷调整值加入附赠动作攻击武器的造成的伤害中（除非该调整值为负数）。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
+1 硬头锤,DMG'24,324,uncommon,"武器 (硬头锤), 简易武器, 近战武器",,1d6 钝击,,精通: 削弱,4 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

精通: 削弱. 当你用这把武器命中一个生物时，直到你的下一回合开始前，该生物的下一次攻击检定将具有劣势。"
+1 神功绑带,DMG'24,325,uncommon,奇物,,,,,,,裹着这套布制绑带期间，你的徒手打击的攻击检定与伤害掷骰获得+1加值。且你可以令你的徒手打击造成力场伤害，而非原本的伤害类型。
+1 箭,DMG'24,228,uncommon,弹药 (箭),,,,,0.8 oz.,,"使用这件魔法弹药进行攻击和伤害判定时，你会获得+1的额外加成。一旦击中目标，弹药将不再具有魔法效果。

箭是与具有弹药特性的武器一起使用来进行远程攻击的。每次使用该武器攻击时，你都会消耗一件弹药。从箭袋、箭盒或其他容器中取出弹药是攻击动作的一部分（你需要一只空闲的手来装填单手武器）。在战斗结束时，你可以通过花一分钟时间搜索战场来回收你消耗的一半弹药。

箭矢通常存放在箭袋中（需单独购买）。"
+1 胡帕克杖,DMG'24,324,uncommon,"武器 (胡帕克杖), 军用武器, 近战武器",,1d6 穿刺,"双手, 弹药 (40/160\xa0尺), 灵巧, 特殊",,2 磅,,"此武器的基础版本请查阅《龙枪：龙后之影》第188页。

使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

胡帕克杖看起来是一根结实的棍子，一端被做成投石索模样，另一端被削成尖头。

特殊 Special. 当你用这种武器进行近战攻击时，你忽略其弹药属性。你也可以将另一端的投石索作为一种军用远程武器使用。这样做时，你使用其弹药属性，用投石索弹丸作为弹药，并在命中时造成1d4钝击伤害。

弹药 Ammunition. 你可以使用具有弹药属性的武器发动一次远程攻击，前提是你必须先拥有与该武器相对应的弹药。每次使用该武器攻击时，你都必须花费一枚弹药。你从箭袋、矢匣或其它容器中取出弹药的行为将作为攻击的一部分（你需要一只空闲的手来为一把单手武器装填弹药）。战斗结束后，你可以花费一分钟搜索战场，以回收一半所消耗的弹药。

如果以具有弹药属性的武器发动一次近战攻击，则该武器被视为等同于一把临时武器。另外，一根投石索以该方式使用时必须处于已装填状态。

灵巧 Finesse. 使用一把灵巧武器发动攻击时，你可以自由选择力量或敏捷调整值，作为攻击检定和伤害掷骰的加值。而且两个掷骰的加值必须为同一个调整值。

双手 Two-Handed. 用该武器攻击时你需要双手并用。这个特性仅在你用武器攻击时生效，仅仅持有它时不要求双手。"
+1 胸甲,DMG'24,230,rare,中甲 (胸甲),,AC 14 + 敏捷 (最大 2),,,20 磅,,穿戴这件护甲时，你的AC有+1的加值。
+1 能量电池,DMG'24,228,uncommon,"弹药 (能量电池), 未来",,,,,½ 磅,,使用这件魔法弹药进行攻击和伤害判定时，你会获得+1的额外加成。一旦击中目标，弹药将不再具有魔法效果。
+1 自动步枪,DMG'24,324,uncommon,"武器 (自动步枪), 现代, 军用武器, 远程武器, 枪械",,2d8 穿刺,"双手, 弹容 (30 发), 弹药 (80/240\xa0尺; 枪械子弹), 扫射",精通: 缓速,8 磅,,"使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

射程 Range. 远程武器在弹药或投掷属性后的括号内有一个射程。射程列出了两个数字。第一个是武器的正常射程（以英尺为单位），第二个是武器的长射程。当攻击超出正常射程的目标时，你在攻击检定上具有劣势。你不能攻击超出长射程的目标。

弹药 Ammunition. 现代火器使用后，子弹即被销毁。未来式枪械使用的是能量单元，这些能量单元在耗尽时可能通过适当的设备进行再充电，具体由游戏主持人决定。

扫射 Burst Fire. 以一个动作，你可以消耗一把扫射武器的10发弹药，向该武器常规射程内的一个10尺立方效应区域倾泻火力。该区域内的每个生物都必须成功通过一次DC 15的敏捷豁免检定，否则受到伤害。掷一次该武器的伤害骰，所有豁免失败的生物都受到此伤害。

弹容 Reload. 你可以使用重新装填武器进行有限次数的射击。然后，你必须以一个动作或附赠动作的方式重新装填武器。

双手 Two-Handed. 用双手武器攻击时，你需要双手并用。

精通: 缓速. 如果你用这个武器击中一个生物并对其造成伤害，你可以将其速度减少10英尺，直到你的下一回合开始。如果该生物被具有此属性的武器击中不止一次，速度的减少不会超过10英尺。"
+1 轻型连弩,DMG'24,324,uncommon,"武器 (轻型连弩), 简易武器, 远程武器",,1d8 穿刺,"双手, 弹药 (40/160\xa0尺)",,5 磅,,"此武器的基础版本请查阅《逃离深渊》第224页。

使用这把魔法武器进行攻击和伤害判定时，你会获得+1的额外加成。

这把弩配备了一个可以装填多达六支弩箭的弹夹。发射后它会自动重新装填，直到弹夹中的弹药用尽。重新装填弹夹需要一个动作。

射程 Range. 一把能用来发动远程攻击的武器有一个在弹药或投掷属性后以括号标明的射程。射程列出了两个数字，其第一个是以尺数计的武器的常规射程normal range，第二个则指出了武器的最大射程long range。攻击一个超过常规射程的目标时，你的攻击检定具有劣势。而你不能攻击一个处于最大射程之外的目标。

弹药 Ammunition. 你可以使用具有弹药属性的武器发动一次远程攻击，前提是你必须先拥有与该武器相对应的弹药。每次使用该武器攻击时，你都必须花费一枚弹药。你从箭袋、矢匣或其它容器中取出弹药的行为将作为攻击的一部分（你需要一只空闲的手来为一把单手武器装填弹药）。战斗结束后，你可以花费一分钟搜索战场，以回收一半所消耗的弹药。

如果以具有弹药属性的武器发动一次近战攻击，则该武器被视为等同于一把临时武器。另外，一根投石索以该方式使用时必须处于已装填状态。

双手 Two-Handed. 用该武器攻击时你需要双手并用。这个特性仅在你用武器攻击时生效，仅仅持有它时不要求双手。"
